Evaporator Temperature,Compressor Flow,Condensing Temperature,Cold Water,Tower Water,COP
-0.870673,501.38,30,13.0901,61.8431,5.66169
-2.22702,552.788,30,13.6812,65.2009,5.36458
-3.33102,541.629,30,12.8293,61.5812,5.14078
1.96226,512.02,30,14.9212,69.251,6.3759
-1.96547,561.212,30,14.0342,66.7702,5.41989
-3.37579,516.902,30,12.2217,58.682,5.13202
1.85794,520.432,30,15.1057,70.1525,6.34703
-2.74268,581.178,30,14.0925,67.386,5.25815
0.601333,560.302,30,15.4927,72.5159,6.01547
-0.710002,502.375,30,13.1989,62.2935,5.69864
-3.62043,594.319,30,13.9154,66.9213,5.08457
-3.13015,537.448,30,12.8327,61.5168,5.18038
-3.50577,553.388,30,13.0166,62.5519,5.10672
-0.0484054,590.841,30,15.9296,74.8666,5.855
-2.63792,540.557,30,13.1622,62.8947,5.2795
0.224465,512.222,30,13.9574,65.4849,5.92153
-0.819784,530.204,30,13.8702,65.5078,5.67336
1.77753,557.368,30,16.1278,74.9368,6.32492
-0.998746,569.437,30,14.7924,69.9429,5.63252
0.15395,528.736,30,14.3679,67.4409,5.90422
-0.967443,575.423,30,14.9663,70.7509,5.63963
1.49877,551.684,30,15.7929,73.5079,6.24925
1.68984,597.731,30,17.2375,80.1364,6.30096
-4.67667,541.333,30,12.1481,58.8308,4.88747
-0.579886,528.578,30,13.9582,65.8227,5.72886
-2.95185,529.838,30,12.7412,61.0072,5.21594
-1.20807,512.308,30,13.1994,62.4941,5.58535
0.738513,548.925,30,15.259,71.3608,6.05027
-2.58467,502.957,30,12.2726,58.6236,5.2904
-0.60942,531.33,30,14.0147,66.1014,5.72198
-4.62203,516.112,30,11.6077,56.1932,4.89737
0.158074,593.27,30,16.1242,75.6824,5.90523
-0.852725,598.399,30,15.634,73.8536,5.6658
-3.1168,579.385,30,13.8414,66.3465,5.18303
-0.372656,554.203,30,14.7539,69.4837,5.77751
-0.726336,527.31,30,13.8451,65.3504,5.69487
0.0693906,595.557,30,16.1305,75.7548,5.88357
-1.53729,583.129,30,14.8307,70.3659,5.51244
-0.0864843,568.391,30,15.3016,71.9324,5.84582
-1.93228,531.025,30,13.2967,63.2481,5.42698
-1.46714,581.608,30,14.8329,70.3449,5.52785
-1.01126,591.319,30,15.3533,72.6008,5.62968
-1.27983,591.244,30,15.1902,71.953,5.56933
-3.8673,582.633,30,13.5075,65.0653,5.03739
-3.196,538.048,30,12.8133,61.4503,5.16734
